_input,_num,_widgetName,_source,_resultNumber,_pageUrl,review,reviewer,reviewerlocation,roomtip,numberofreviews,staydate
,1743,RenaissanceSouthPark,RenaissanceSouthPark,1743,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196847410-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Just returned from a great weekend stay in a fabulous hotel and remarkable service. Huge hugs and kudos to Chelsea and Danny! They were magical from the moment of arrival to the "hard to say good-bye" on Sunday. Chelsea was ready with a smile at the flawless check-in. She heightened the experience with an up grade. She later shared her expertise for activities and sight seeing excursions which were magnificent.The Club Level provided several amenities and Room 601 was prepared in Immaculate fashion. Danny's job description is Bellman/Doorman; however his energy passion and genuine warmth has made him a solid friend. He was available with expert suggestions for trips through his knowledge of the community. All staff members were kind and helpful with an inviting smile. Big KUDOS to the staff and friends of this hotel. FYI...The hotel location is directly across from a popular shopping community...South Park. Thank you all for a wonderful stay. Returning will be easy!!!,taiken4u,North Carolina,,2 reviews,Stayed March 2014 travelled as a couple
,1744,RenaissanceSouthPark,RenaissanceSouthPark,1744,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196847410-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Very convenient hotel which suits perfectly for meetings. I was there for a 3 days meeting with many other meetings in the meantime. Meeting rooms are large modern and comfortable. Considering the number of people the quality of the banket was really good. The looby the bar the terrasse are very fancy with nice colors and quality furnitures. I really enjoyed that. There is everything that you need in the room which is well soundproofed There are big pillowy beds huge flat screen tv a nice bathroom and also an iron & ironing board! The place is located very close to restaurants and a shopping center. As a whole a very good hotel with an A class service thanks to a friendly and dedicated staff.,Alexandre S,Strasbourg France,,170 reviews,Stayed February 2014 travelled on business
,1745,RenaissanceSouthPark,RenaissanceSouthPark,1745,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196847410-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,A great location across the street from a major mall. The room were nice but thought the price was a little high and they wanted $15.00 extra a day for internet. While the location was good the driveway entrance is not that good. People trying to get into the hotel or exiting are all jamed up. You can’t back out of a parking space due to the line of cars trying to drop off or pick people up at the front entrance. The entrance is a horseshoe shape with a very narrow entrance/exit lane.,takeahike66,San Francisco California,Room Tip: low and high number rooms away from the elevator can be a far walk. Rooms x18 thru x35 are near the... See more room tips,140 reviews,Stayed March 2014 travelled with friends
,1746,RenaissanceSouthPark,RenaissanceSouthPark,1746,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196847410-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stayed at this hotel separate 2 times in the last 6 months when visiting Charlotte. It was above average both times. The bellman/doorman Danny is excellent and went out of his way both trips to help us with our belongings and find places we wanted to go. The rooms are nice and clean. The indoor pool is well maintained but could be warmer (it was a little too cold) to be honest. The restaurant is average but decent. The front desk staff is also really nice and the hotel is located within walking distance ego great eateries. The lobby is a little humid with all the indoor ponds but otherwise a good stay both times.,Emma M,Metairie Louisiana,,5 reviews,Stayed December 2013 travelled on business
,1747,RenaissanceSouthPark,RenaissanceSouthPark,1747,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197322409-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,This hotel is beautiful and extremly comfortable. The doorman Danny is awesome!! he was incredibly knowlegable about the area. Love the hotel and the helpful staff!! Extremly clean and meeting rooms were awesome!!,Lisa D,West Bend,,2 reviews,Stayed March 2014 travelled on business
,1748,RenaissanceSouthPark,RenaissanceSouthPark,1748,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197322409-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We usually stay here when we travel to Charlotte a few times a year. The hotel is nice parking is easy and it is super close to everything. Right next to the Southpark Mall (which is crazy crowded btw) but tons of restaurants and not far from I-77. The staff is great at giving recommendations on places to go and eat and are always really friendly. We will return and we would recommend!,Colleen H,Charleston South Carolina,,75 reviews,Stayed March 2014 travelled with friends
,1749,RenaissanceSouthPark,RenaissanceSouthPark,1749,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197322409-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,My wife and I stayed here overnight for a quick get-away. Exceptional front desk staff settled us in quickly enjoyed the modern decorating of the lobby evelator banks rooms. Visit the outdoor courtyard if possible nice place to relax if weather cooperates. Good sized rooms one poor item was no free W-Fi disappointing for a property at this level. Didn't visit the lobby bar but it looked like a popular choice around 10pm. Also did not try the restaurant but we enjoyed the selection in the breakfast buffet at the managers lounge. Great Piedmont location next to SouthPark Mall and Piedmont Town Center although you still would want to drive to either.,FaSnizel,Davidson North Carolina,Room Tip: Higher is better with nearby local roadways. See more room tips,125 reviews,Stayed March 2014 travelled as a couple
,1750,RenaissanceSouthPark,RenaissanceSouthPark,1750,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197322409-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Just returned from a great weekend stay in a fabulous hotel and remarkable service. Huge hugs and kudos to Chelsea and Danny! They were magical from the moment of arrival to the "hard to say good-bye" on Sunday. Chelsea was ready with a smile at the flawless check-in. She heightened the experience with an up grade. She later shared her expertise for activities and sight seeing excursions which were magnificent.The Club Level provided several amenities and Room 601 was prepared in Immaculate fashion. Danny's job description is Bellman/Doorman; however his energy passion and genuine warmth has made him a solid friend. He was available with expert suggestions for trips through his knowledge of the community. All staff members were kind and helpful with an inviting smile. Big KUDOS to the staff and friends of this hotel. FYI...The hotel location is directly across from a popular shopping community...South Park. Thank you all for a wonderful stay. Returning will be easy!!!,taiken4u,North Carolina,,2 reviews,Stayed March 2014 travelled as a couple
,1751,RenaissanceSouthPark,RenaissanceSouthPark,1751,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r197322409-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Very convenient hotel which suits perfectly for meetings. I was there for a 3 days meeting with many other meetings in the meantime. Meeting rooms are large modern and comfortable. Considering the number of people the quality of the banket was really good. The looby the bar the terrasse are very fancy with nice colors and quality furnitures. I really enjoyed that. There is everything that you need in the room which is well soundproofed There are big pillowy beds huge flat screen tv a nice bathroom and also an iron & ironing board! The place is located very close to restaurants and a shopping center. As a whole a very good hotel with an A class service thanks to a friendly and dedicated staff.,Alexandre S,Strasbourg France,,170 reviews,Stayed February 2014 travelled on business
,1752,RenaissanceSouthPark,RenaissanceSouthPark,1752,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r199418213-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,This is a bit upscale for a mall property. The entrance is very nice - lots of staff to help with bags and check in etc. The mall is across the street so that is convenient. The hallways and rooms are nicely finished. The rooms themselves are decent sized - not large but not small. The bathroom is a little cramped. It's fine for one person or two - gets tough if there are three or more. We had trouble getting the shower to work - called the desk - they were to send maintenance - but maintenance never showed up. I eventually discovered that a good whack fixed the problem. The restaurant is average. The food was just okay - prices are a little high and the seating area is in the open space which felt as little awkward since folks were waling through to to to rooms or the parking etc. There is parking in front - but not a lot of it. Once they fill up it's a bit of a hike around the hotel to get to your car. They do have valet parking (which is part of the reason the space is limited). But self-park is free so that's fair enough. The rooms have a fridge - but it's one of those models that isn't deep so you can't put more than a few cans in it. The rooms with two beds have double beds instead of queen beds - there's a Hilton not too far away that has queens. The area is quiet - no issues with road noise. Overall it was fine. I noted a few quirks but I'd stay here again.,sbccc,North Carolina,,296 reviews,Stayed March 2014 travelled with family
